,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14,age,gender,participant,video,video_name,target
0,-0.1508429627963573,-0.1506242903832984,-0.1662613789904686,-0.1451166070028388,-0.1436404021446661,-0.1191701402238914,-0.4752544816996754,-0.4681502274396987,-0.3303651197083723,-0.4271025810453598,-0.4207660044107508,-0.3484168896425109,-0.3266544160272378,-0.3207109566429507,-0.2792738912803215,-0.2051192444705902,-0.2030553644121664,-0.1667190072775988,-0.2589254293094951,-0.2617196180503882,-0.3045394709858324,-0.492804568634425,-0.5044240236085444,-0.5750577832688049,-0.3712615327890176,-0.3733295920778228,-0.3530975551648116,-0.2073465538684891,-0.2058519949329613,-0.1949491004971064,-0.4780580092073238,-0.4826821337129726,-0.4712632361033906,-0.2842015288134618,-0.2843330681415132,-0.2701999631570697,-0.3439521250845008,-0.3506668405853563,-0.4197319634219988,-0.1955634640315686,-0.1958118552702402,-0.2044489678006436,22,0,1,1,10,7
1,-0.1285209968036696,-0.1297173391956753,-0.1555804790458254,-0.1056675729308874,-0.1088709794913727,-0.1684376907014759,0.3023827405382121,0.2581498287298497,-0.1210288099561741,-0.0529935966424969,-0.0643848551924577,-0.1534087231264251,-0.1233859679912013,-0.1292294695755123,-0.1694341500674557,-0.1482547134008141,-0.1549636188932095,-0.2190600712475388,-0.1562854071781735,-0.1610494452244176,-0.2300297689078568,0.0270619599167724,0.0184934197781258,-0.0945852045083034,0.0604728768260337,0.038875324447238,-0.1641300800179732,-0.1037358431802396,-0.1067447468627106,-0.1302632193007693,-0.0923425663555525,-0.1079611842970095,-0.2526736847114924,0.0193713702995431,0.0038716494846374,-0.1548974957068116,-0.1119323621420917,-0.1166069789685754,-0.1753926518568143,-0.1533165377486481,-0.1539771151698378,-0.1661537097971502,22,0,1,2,2,0
2,-0.1032087527505641,-0.103514833728585,-0.1226368677511573,-0.1093876928708305,-0.1112350375751052,-0.1408750269826956,0.0631574275758695,0.0577452804672089,0.006707287373014,-0.0816100482214202,-0.0831676974194047,-0.0882660991508898,-0.1395318155278919,-0.1409732412672044,-0.1490205161875328,-0.1158622341141569,-0.1174183166396091,-0.1274325139508003,-0.1313145918552259,-0.132558780574091,-0.1477116931015317,-0.0917769372497826,-0.0938705436177862,-0.110533091272201,0.0383034187392176,0.033106102526157,-0.0277368565494563,-0.1223622716443023,-0.1230616346016533,-0.1285358139901195,-0.017966999687418,-0.020136013017803,-0.0417526306123021,0.0031408100686354,0.0001515353739581,-0.0369244841794215,-0.1283246205746234,-0.1282553235341745,-0.1171774253777577,-0.0466084962872543,-0.0469629227814679,-0.0515102638239979,22,0,1,3,14,2
3,-0.1817229198027739,-0.1842443988860094,-0.2308249502763343,-0.1130296909723969,-0.1145222821684269,-0.139099548235807,-0.0671042868422561,-0.0682182107779469,-0.0716441898979573,-0.1303110373109235,-0.1298864170888285,-0.1207894343161275,-0.2613357772671947,-0.257476178096085,-0.2301089126345235,-0.1562660979799642,-0.1572454608545347,-0.160368609469734,-0.1928378123119049,-0.1948495099152636,-0.2234547582563731,-0.3192969047854509,-0.325007109408418,-0.3485917430365216,-0.1876390110222735,-0.1913706463891031,-0.2109379932308994,-0.1756222764517543,-0.1746852338291491,-0.167809659343022,-0.2888300534630372,-0.2923838292802824,-0.293634059458728,-0.0964339751378993,-0.0976031221908264,-0.1101001433985807,-0.27566918641762,-0.2796721105408489,-0.3116535731771834,-0.1502960206347129,-0.1502738122793677,-0.1531375370777599,22,0,1,4,15,5
4,-0.0438938291146399,-0.042330522808384,-0.0326726939336994,-0.1486763078364022,-0.1521810808039014,-0.2013944720638918,0.3145898589963354,0.3012844465283901,0.1917302164212905,-0.0238938808185243,-0.022384639455181,-0.0060300106122882,-0.0374545069536472,-0.0388649715878635,-0.0541809336016961,-0.118807163260021,-0.1183147490811261,-0.1084598788403354,-0.0228170924532994,-0.0179666252680237,0.0425149090297748,0.0558682320798983,0.066536715423598,0.1631803102205551,0.2050875991235326,0.2089596604376928,0.203094948331852,-0.0547182213818981,-0.0551241434888134,-0.0612142426661253,0.2408705499272072,0.2499904930061666,0.2780305689931757,-0.0240995513018914,-0.0244690005361487,-0.0255222478544634,0.0024958642949729,0.0114637029321307,0.1259822318875452,0.0755060617520483,0.0787086884942872,0.1083962754970987,22,0,1,5,0,1
5,0.1803832004766117,0.1782933005149796,0.2087659084874247,1.253580482473475,1.2642529228767443,1.354435912190206,10.895678716930451,11.082931006241015,12.665067816939166,5.726710545047648,5.730105822687007,5.920588187000937,0.8162757826192567,0.8088962020072451,0.8379766285255736,5.016774199248754,5.073848854759846,5.026674688839261,2.2274924819707773,2.349470916911733,4.47469833957757,2.1495866124517065,2.294400957348181,4.079183410120867,2.472603552810769,2.5570942028468715,3.4889829067394627,0.3647136883781574,0.3665898128700431,0.4236431777102127,5.571063422937776,5.820641035580657,8.32713917914985,4.271713017500426,4.364481074641605,5.871948487122104,1.049048264511817,1.1267936085072008,2.3693156969412543,0.7579239953423246,0.7825281079754066,1.1711645937605524,22,0,1,6,6,6
6,-0.0822011021982803,-0.0832139917665764,-0.1022053596579867,0.0888062699492902,0.0890434940241156,0.1101991571880512,4.621589933678057,4.5406792223615335,3.546052019563741,1.7823567951776174,1.7419026478218524,1.4960723556313993,0.2929268997711999,0.2914741034464996,0.3306783833780319,1.4833870306180208,1.4354483396787263,0.8540008193849818,0.8367175003268738,0.8652078621345025,1.3781441593353576,1.082403235316455,1.1590792620239323,2.117291995137255,1.5407612299725244,1.611292889081278,2.370812738548399,0.0910266336966835,0.0918088410485077,0.1216983047604055,3.0034819977228606,3.075118233587712,3.519448446961984,1.7433387322651204,1.7434399850462416,1.7158885718845398,0.5971712353577049,0.6549661704383813,1.5994656245241037,0.3926089725440957,0.4083253901027873,0.651397192016283,22,0,1,7,17,3
7,-0.3422693223563349,-0.3451695388219012,-0.430266265844246,-0.3981485594621134,-0.4164712335790499,-0.6903189402880766,-1.0042518687844266,-1.0125828971492803,-1.0343004430913962,-0.7786708373510782,-0.7772975506937614,-0.7413197360379772,-0.3976827797319881,-0.3903915162770403,-0.3424624090476814,-0.466458074752938,-0.4753231504315479,-0.548343921757498,-0.3996973399739479,-0.4095400625467891,-0.562923556032095,-0.6648023287474127,-0.6856334524524036,-0.8510492674704823,-0.5796439697664109,-0.5894552164957652,-0.6520115709187585,-0.2397369511540239,-0.2378930364694205,-0.2257385560402266,-0.8061561421272626,-0.8228244312516628,-0.9091350683818632,-0.454044446031045,-0.4604863857492161,-0.5583157903663416,-0.4303328747595645,-0.4416737240592798,-0.5802019236151857,-0.2484393529766247,-0.2491932011360294,-0.2683188048762517,22,0,1,8,1,4
8,-0.3142617946349199,-0.31838741237837,-0.3945453503976603,-0.2991120798275641,-0.3045312636970469,-0.2722198366350112,-0.7724353260693092,-0.7743979538926276,-0.7162964097675739,1.3213384654288438,1.4329279692387675,2.349471069026375,0.0075575902365953,0.0206467109953814,0.0867802826150931,-0.4236891155508154,-0.4299488174243187,-0.4609388856833579,0.5233295751537945,0.599105768134175,1.6904145720527406,0.3878092030077593,0.4609569667392122,1.1933790885659896,0.5028168882787972,0.5618607148472053,1.0366739160543992,-0.0397711827311328,-0.0329886133301214,0.0049008719492292,1.731135425304344,1.9079410660494696,3.3899437695248738,-0.3348928219056366,-0.336852278103076,-0.3524196946253007,0.1595895163928441,0.2051831685847253,0.8264895495832055,0.0907552547220065,0.1073455575592482,0.2530820924337279,22,0,1,9,5,8
9,0.2936629249442025,0.2966044277848886,0.3220456268069496,0.0680036444564475,0.0621136656451486,-0.056992198749312,0.2604146064585567,0.2240558943219586,-0.0749318232774533,-0.0657017363542994,-0.0762860094402766,-0.1546608479591049,0.0420550354990439,0.0305661191034068,-0.0457164373053804,-0.0032854522269719,-0.0048259892385387,-0.0200225428923892,-0.0360127941706755,-0.0437611686006513,-0.1357392629759389,0.1573102249830308,0.1456500124853135,-0.0027436285010559,-0.1404848952294567,-0.1428687930464766,-0.1608728061302327,5.010597334765496,5.031239976142103,5.003586888542911,0.2638319043170996,0.2510427169777067,0.0921092617458731,0.0444926179344434,0.0334471157304348,-0.0683375291089297,-0.2373005383991027,-0.2378338532445445,-0.2203160085961568,-0.2469255121681582,-0.2479745745271984,-0.2713688689822631,22,0,1,10,13,6
