,psdtheta_1,psdalpha_1,psdbeta_1,psdgamma_1,psdtheta_2,psdalpha_2,psdbeta_2,psdgamma_2,psdtheta_3,psdalpha_3,psdbeta_3,psdgamma_3,psdtheta_4,psdalpha_4,psdbeta_4,psdgamma_4,psdtheta_5,psdalpha_5,psdbeta_5,psdgamma_5,psdtheta_6,psdalpha_6,psdbeta_6,psdgamma_6,psdtheta_7,psdalpha_7,psdbeta_7,psdgamma_7,psdtheta_8,psdalpha_8,psdbeta_8,psdgamma_8,psdtheta_9,psdalpha_9,psdbeta_9,psdgamma_9,psdtheta_10,psdalpha_10,psdbeta_10,psdgamma_10,psdtheta_11,psdalpha_11,psdbeta_11,psdgamma_11,psdtheta_12,psdalpha_12,psdbeta_12,psdgamma_12,psdtheta_13,psdalpha_13,psdbeta_13,psdgamma_13,psdtheta_14,psdalpha_14,psdbeta_14,psdgamma_14,age,gender,participant,video,video_name,target_emotion,valence,arousal,dominance,stress_bin
0,-0.15084296279635737,-0.15062429038329847,-0.1662613789904686,-0.14511660700283885,-0.14364040214466614,-0.11917014022389143,-0.4752544816996754,-0.46815022743969875,-0.33036511970837235,-0.42710258104535986,-0.42076600441075085,-0.34841688964251094,-0.3266544160272378,-0.32071095664295074,-0.27927389128032154,-0.20511924447059027,-0.2030553644121664,-0.16671900727759884,-0.25892542930949514,-0.2617196180503882,-0.30453947098583245,-0.492804568634425,-0.5044240236085444,-0.5750577832688049,-0.37126153278901763,-0.3733295920778228,-0.3530975551648116,-0.20734655386848913,-0.20585199493296133,-0.19494910049710643,-0.4780580092073238,-0.4826821337129726,-0.4712632361033906,-0.28420152881346183,-0.28433306814151327,-0.27019996315706973,-0.3439521250845008,-0.3506668405853563,-0.41973196342199887,-0.19556346403156868,-0.19581185527024023,-0.20444896780064364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,1,Searching for Bobby Fischer,calmness,4,3,2,0.0
1,-0.12852099680366963,-0.12971733919567535,-0.15558047904582548,-0.10566757293088745,-0.10887097949137271,-0.1684376907014759,0.3023827405382121,0.2581498287298497,-0.12102880995617415,-0.05299359664249697,-0.06438485519245771,-0.15340872312642514,-0.12338596799120134,-0.1292294695755123,-0.1694341500674557,-0.1482547134008141,-0.15496361889320956,-0.21906007124753885,-0.1562854071781735,-0.16104944522441764,-0.2300297689078568,0.02706195991677245,0.018493419778125873,-0.09458520450830349,0.0604728768260337,0.03887532444723804,-0.16413008001797322,-0.1037358431802396,-0.10674474686271065,-0.13026321930076934,-0.09234256635555253,-0.10796118429700959,-0.2526736847114924,0.01937137029954311,0.0038716494846374764,-0.1548974957068116,-0.11193236214209173,-0.11660697896857547,-0.17539265185681432,-0.15331653774864815,-0.15397711516983786,-0.1661537097971502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,2,D.O.A.,surprise,3,3,1,0.0
2,-0.1032087527505641,-0.10351483372858504,-0.12263686775115737,-0.10938769287083056,-0.11123503757510525,-0.14087502698269566,0.0631574275758695,0.05774528046720898,0.006707287373014051,-0.08161004822142022,-0.08316769741940477,-0.08826609915088982,-0.13953181552789193,-0.14097324126720445,-0.14902051618753287,-0.1158622341141569,-0.11741831663960918,-0.12743251395080032,-0.13131459185522595,-0.132558780574091,-0.14771169310153176,-0.09177693724978264,-0.09387054361778625,-0.11053309127220101,0.0383034187392176,0.03310610252615701,-0.027736856549456367,-0.12236227164430237,-0.12306163460165333,-0.12853581399011957,-0.01796699968741803,-0.02013601301780304,-0.04175263061230216,0.0031408100686354983,0.0001515353739581553,-0.036924484179421596,-0.1283246205746234,-0.1282553235341745,-0.11717742537775772,-0.04660849628725431,-0.046962922781467964,-0.0515102638239979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,3,The Hangover,amusement,5,4,4,0.0
3,-0.18172291980277397,-0.18424439888600946,-0.2308249502763343,-0.11302969097239693,-0.11452228216842694,-0.139099548235807,-0.06710428684225611,-0.0682182107779469,-0.07164418989795736,-0.13031103731092358,-0.12988641708882856,-0.12078943431612751,-0.2613357772671947,-0.25747617809608503,-0.2301089126345235,-0.1562660979799642,-0.15724546085453472,-0.16036860946973408,-0.19283781231190497,-0.1948495099152636,-0.22345475825637312,-0.3192969047854509,-0.32500710940841804,-0.3485917430365216,-0.18763901102227357,-0.1913706463891031,-0.2109379932308994,-0.17562227645175435,-0.17468523382914916,-0.167809659343022,-0.2888300534630372,-0.2923838292802824,-0.29363405945872806,-0.09643397513789939,-0.09760312219082648,-0.11010014339858074,-0.27566918641762006,-0.27967211054084895,-0.31165357317718345,-0.15029602063471295,-0.1502738122793677,-0.1531375370777599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,4,The Ring,fear,4,3,2,1.0
4,-0.04389382911463991,-0.042330522808384015,-0.03267269393369942,-0.14867630783640226,-0.15218108080390144,-0.20139447206389186,0.31458985899633546,0.3012844465283901,0.19173021642129057,-0.023893880818524386,-0.022384639455181043,-0.006030010612288202,-0.037454506953647264,-0.038864971587863596,-0.05418093360169613,-0.11880716326002103,-0.11831474908112612,-0.10845987884033549,-0.02281709245329944,-0.017966625268023794,0.04251490902977483,0.055868232079898376,0.06653671542359804,0.16318031022055512,0.20508759912353267,0.20895966043769282,0.203094948331852,-0.05471822138189812,-0.05512414348881348,-0.06121424266612539,0.24087054992720722,0.24999049300616666,0.27803056899317574,-0.02409955130189147,-0.024469000536148706,-0.02552224785446344,0.0024958642949729475,0.011463702932130775,0.12598223188754526,0.07550606175204835,0.07870868849428728,0.10839627549709874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,5,300,excitement,4,4,4,0.0
5,0.18038320047661172,0.1782933005149796,0.20876590848742477,1.253580482473475,1.2642529228767443,1.354435912190206,10.895678716930451,11.082931006241017,12.665067816939166,5.726710545047648,5.7301058226870065,5.920588187000937,0.8162757826192567,0.8088962020072451,0.8379766285255736,5.016774199248754,5.073848854759846,5.026674688839261,2.2274924819707773,2.349470916911733,4.47469833957757,2.1495866124517065,2.294400957348181,4.079183410120867,2.472603552810769,2.5570942028468715,3.4889829067394627,0.36471368837815743,0.36658981287004316,0.42364317771021276,5.571063422937776,5.820641035580657,8.32713917914985,4.271713017500426,4.364481074641605,5.871948487122104,1.0490482645118173,1.1267936085072008,2.3693156969412543,0.7579239953423246,0.7825281079754066,1.1711645937605524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,6,National Lampoon's VanWilder,disgust,1,2,5,2.0
6,-0.08220110219828032,-0.08321399176657641,-0.10220535965798677,0.08880626994929029,0.0890434940241156,0.1101991571880512,4.621589933678057,4.5406792223615335,3.546052019563741,1.7823567951776174,1.7419026478218524,1.4960723556313993,0.29292689977119996,0.29147410344649965,0.33067838337803196,1.4833870306180208,1.4354483396787265,0.8540008193849818,0.8367175003268738,0.8652078621345025,1.3781441593353576,1.082403235316455,1.1590792620239325,2.117291995137255,1.5407612299725244,1.611292889081278,2.370812738548399,0.09102663369668354,0.09180884104850774,0.12169830476040552,3.0034819977228606,3.0751182335877116,3.519448446961984,1.7433387322651204,1.7434399850462416,1.7158885718845398,0.5971712353577049,0.6549661704383813,1.5994656245241035,0.39260897254409577,0.4083253901027873,0.651397192016283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,7,Wall-E,happiness,5,4,4,0.0
7,-0.34226932235633495,-0.34516953882190127,-0.43026626584424604,-0.39814855946211347,-0.41647123357904997,-0.6903189402880766,-1.0042518687844266,-1.0125828971492805,-1.0343004430913962,-0.7786708373510782,-0.7772975506937614,-0.7413197360379772,-0.3976827797319881,-0.39039151627704033,-0.34246240904768144,-0.46645807475293805,-0.47532315043154794,-0.548343921757498,-0.3996973399739479,-0.40954006254678915,-0.562923556032095,-0.6648023287474127,-0.6856334524524036,-0.8510492674704823,-0.5796439697664109,-0.5894552164957652,-0.6520115709187585,-0.23973695115402394,-0.23789303646942053,-0.2257385560402266,-0.8061561421272626,-0.8228244312516628,-0.9091350683818633,-0.45404444603104505,-0.46048638574921613,-0.5583157903663416,-0.43033287475956455,-0.44167372405927985,-0.5802019236151857,-0.24843935297662476,-0.2491932011360294,-0.26831880487625176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,8,Crash,anger,1,2,4,1.0
8,-0.3142617946349199,-0.31838741237837004,-0.3945453503976603,-0.29911207982756416,-0.3045312636970469,-0.27221983663501126,-0.7724353260693092,-0.7743979538926276,-0.7162964097675739,1.3213384654288438,1.4329279692387675,2.349471069026375,0.0075575902365953886,0.020646710995381432,0.0867802826150931,-0.42368911555081545,-0.42994881742431873,-0.46093888568335795,0.5233295751537945,0.599105768134175,1.6904145720527406,0.38780920300775934,0.46095696673921227,1.1933790885659896,0.5028168882787972,0.5618607148472053,1.0366739160543992,-0.03977118273113289,-0.03298861333012148,0.00490087194922922,1.731135425304344,1.9079410660494696,3.3899437695248738,-0.33489282190563663,-0.336852278103076,-0.35241969462530076,0.1595895163928441,0.2051831685847253,0.8264895495832055,0.09075525472200659,0.1073455575592482,0.2530820924337279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,9,My Girl,sadness,1,2,3,
9,0.2936629249442025,0.29660442778488866,0.32204562680694965,0.06800364445644756,0.0621136656451486,-0.05699219874931207,0.2604146064585567,0.22405589432195863,-0.0749318232774533,-0.06570173635429942,-0.07628600944027665,-0.1546608479591049,0.04205503549904393,0.030566119103406873,-0.04571643730538044,-0.0032854522269719546,-0.004825989238538782,-0.020022542892389278,-0.036012794170675565,-0.0437611686006513,-0.13573926297593894,0.15731022498303085,0.1456500124853135,-0.0027436285010559182,-0.1404848952294567,-0.14286879304647668,-0.16087280613023272,5.010597334765496,5.0312399761421025,5.003586888542911,0.26383190431709963,0.25104271697770675,0.09210926174587312,0.04449261793444347,0.03344711573043483,-0.06833752910892979,-0.23730053839910276,-0.23783385324454454,-0.22031600859615683,-0.2469255121681582,-0.24797457452719848,-0.27136886898226315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,male,1,10,The Fly,disgust,5,3,4,2.0
